monster,monstre,93
single,Célibataire,63
appear,apparaître,181
afraid,peur,41
paulina,paulina,86
holds,tient,91
fourth,Quatrième,51
story,récit,93
commercial,commercial,221
bishop,évêque,132
willing,prêt,94
project,projet,254
reputation,réputation,45
seven,Sept,94
maids,servantes,48
express,Express,135
tread,bande de roulement,57
written,écrit,34
passion,la passion,146
beard,barbe,118
belike,être comme,42
degree,diplôme,65
please,S'il vous plaît,445
bears,ours,106
talbot,talbot,171
valiant,vaillant,161
forces,les forces,53
farewell,adieu,352
doing,Faire,86
rough,rugueux,107
knock,frappe,135
father,père,1139
throne,trône,75
proper,correct,100
slain,tué,126
beast,la bête,124
bitter,amer,94
speed,la vitesse,286
common,commun,245
themselves,se,159
wonder,merveille,161
virtue,vertu,242
every,chaque,550
mortal,mortel,146
prologue,prologue,42
chaste,chaste,46
lovely,charmant,53
figure,figure,64
madness,la démence,68
again,encore,1356
teach,enseigner,136
commend,saluer,154
indeed,En effet,438
stone,calcul,230
money,argent,193
dramatis,dramatis,36
polixenes,polixènes,84
revolt,révolte,64
whole,entier,161
beyond,au-delà,58
terms,termes,75
hazard,danger,47
safety,sécurité,74
sight,vue,239
wrath,colère,73
teeth,les dents,57
proof,preuve,118
presence,présence,107
between,entre,238
still,encore,582
natural,Naturel,105
oaths,serments,86
beggar,mendiant,122
doors,des portes,62
toward,vers,177
itself,lui-même,239
knowing,connaissance,53
pride,fierté,111
emperor,empereur,111
acquainted,connaissance,43
force,Obliger,408
steel,acier,77
cominius,cominius,104
tongue,langue,500
church,église,100
protector,protecteur,61
enjoy,prendre plaisir,71
slander,calomnie,92
secret,secret,114
ourselves,nous-mêmes,112
slave,esclave,174
confess,avouer,181
seeing,voyant,56
ghost,fantôme,112
course,cours,186
place,endroit,523
power,Puissance,377
finger,doigt,112
rivers,rivières,58
repent,se repentir,77
precious,précieux,78
suspect,suspect,52
haste,hâte,215
abide,respecter,45
brain,cerveau,104
opinion,opinion,97
cease,cesser,68
soldier,soldat,489
wings,ailes,56
cannot,ne peux pas,757
scarce,rare,90
first,première,1171
voice,voix,210
argument,argument,77
villain,scélérat,355
perfect,parfait,114
passage,passage,44
utter,prononcer,121
sound,du son,328
sirrah,sirrah,148
spite,dépit,69
chamber,chambre,220
plain,plaine,240
should,devrait,1696
justice,Justice,495
depart,partir,91
readable,lisible,224
discover,découvrir,78
dagger,dague,57
proud,fier,246
bottom,bas,110
hector,Hector,290
enobarbus,énobarbus,154
coward,lâche,149
lovers,les amoureux,60
marcus,Marcus,219
person,la personne,980
council,conseil,58
thrust,poussée,66
ground,sol,182
herself,se,97
repair,réparation,52
death,décès,917
purpose,objectif,260
steal,voler,128
advice,Conseil,43
according,selon,55
winter,hiver,84
membership,adhésion,221
elder,aîné,47
clouds,des nuages,57
jealous,jaloux,94
tempest,tempête,52
paris,Paris,241
public,Publique,70
paper,papier,122
marriage,mariage,122
ready,prêt,145
bassianus,bassianus,45
spend,dépenser,78
feeble,faible,43
affairs,affaires,68
fortune,fortune,478
motion,mouvement,113
grave,la tombe,242
match,rencontre,117
fault,faute,274
exeter,Exeter,170
follow,suivre,551
fearful,craintif,99
intent,intention,74
command,commander,287
clothes,vêtements,41
round,rond,98
challenge,défi,56
intend,avoir l'intention,147
